url,collectedAt,content.entityName,content.shortDescription,content.industry,content.headquarters,content.founders
"https://github.com/openclaw","2026-06-24T04:53:42.404Z","openclaw","Creator of openclaw. Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ","Artificial Intelligence","Global",""
"https://github.com/obra","2026-06-24T04:53:42.404Z","obra","Creator of superpowers. An agentic skills framework & software development methodology that works.","Artificial Intelligence","Global",""
"https://github.com/NousResearch","2026-06-24T04:53:42.404Z","NousResearch","Creator of hermes-agent. The agent that grows with you","Artificial Intelligence","Global",""
"https://github.com/n8n-io","2026-06-24T04:53:42.404Z","n8n-io","Creator of n8n. Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.","Artificial Intelligence","Global",""
"https://github.com/Significant-Gravitas","2026-06-24T04:53:42.404Z","Significant-Gravitas","Creator of AutoGPT. AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.","Artificial Intelligence","Global",""
"https://github.com/f","2026-06-24T04:53:42.404Z","f","Creator of prompts.chat. f.k.a. Awesome ChatGPT Prompts. Share, discover, and collect prompts from the community. Free and open source — self-host for your organization with complete privacy.","Artificial Intelligence","Global",""
"https://github.com/AUTOMATIC1111","2026-06-24T04:53:42.404Z","AUTOMATIC1111","Creator of stable-diffusion-webui. Stable Diffusion web UI","Artificial Intelligence","Global",""
"https://github.com/Snailclimb","2026-06-24T04:53:42.404Z","Snailclimb","Creator of JavaGuide. Java 面试 & 后端通用面试指南，覆盖计算机基础、数据库、分布式、高并发、系统设计与 AI 应用开发","Artificial Intelligence","Global",""
"https://github.com/langgenius","2026-06-24T04:53:42.404Z","langgenius","Creator of dify. Production-ready platform for agentic workflow development.","Artificial Intelligence","Global",""
"https://github.com/open-webui","2026-06-24T04:53:42.404Z","open-webui","Creator of open-webui. User-friendly AI Interface (Supports Ollama, OpenAI API, ...)","Artificial Intelligence","Global",""
"https://github.com/x1xhlol","2026-06-24T04:53:42.404Z","x1xhlol","Creator of system-prompts-and-models-of-ai-tools. FULL Augment Code, Claude Code, Cluely, CodeBuddy, Comet, Cursor, Devin AI, Junie, Kiro, Leap.new, Lovable, Manus, NotionAI, Orchids.app, Perplexity, ","Artificial Intelligence","Global",""
"https://github.com/langchain-ai","2026-06-24T04:53:42.404Z","langchain-ai","Creator of langchain. The agent engineering platform.","Artificial Intelligence","Global",""
"https://github.com/firecrawl","2026-06-24T04:53:42.404Z","firecrawl","Creator of firecrawl. The API to search, scrape, and interact with the web at scale. 🔥","Artificial Intelligence","Global",""
"https://github.com/Comfy-Org","2026-06-24T04:53:42.404Z","Comfy-Org","Creator of ComfyUI. The most powerful and modular diffusion model GUI, api and backend with a graph/nodes interface.","Artificial Intelligence","Global",""
"https://github.com/github","2026-06-24T04:53:42.404Z","github","Creator of spec-kit. 💫 Toolkit to help you get started with Spec-Driven Development","Artificial Intelligence","Global",""
"https://github.com/microsoft","2026-06-24T04:53:42.404Z","microsoft","Creator of generative-ai-for-beginners. 21 Lessons, Get Started Building with Generative AI ","Artificial Intelligence","Global",""
"https://github.com/google-gemini","2026-06-24T04:53:42.404Z","google-gemini","Creator of gemini-cli. An open-source AI agent that brings the power of Gemini directly into your terminal.","Artificial Intelligence","Global",""
"https://github.com/supabase","2026-06-24T04:53:42.404Z","supabase","Creator of supabase. The Postgres development platform. Supabase gives you a dedicated Postgres database to build your web, mobile, and AI applications.","Artificial Intelligence","Global",""
"https://github.com/rasbt","2026-06-24T04:53:42.404Z","rasbt","Creator of LLMs-from-scratch. Implement a ChatGPT-like LLM in PyTorch from scratch, step by step","Artificial Intelligence","Global",""
"https://github.com/hacksider","2026-06-24T04:53:42.404Z","hacksider","Creator of Deep-Live-Cam. real time face swap and one-click video deepfake with only a single image","Artificial Intelligence","Global",""
"https://github.com/harry0703","2026-06-24T04:53:42.404Z","harry0703","Creator of MoneyPrinterTurbo. 利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.","Artificial Intelligence","Global",""
"https://github.com/punkpeye","2026-06-24T04:53:42.404Z","punkpeye","Creator of awesome-mcp-servers. A collection of MCP servers.","Artificial Intelligence","Global",""
"https://github.com/thedotmack","2026-06-24T04:53:42.404Z","thedotmack","Creator of claude-mem. Persistent Context Across Sessions for Every Agent –  Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future s","Artificial Intelligence","Global",""
"https://github.com/infiniflow","2026-06-24T04:53:42.404Z","infiniflow","Creator of ragflow. RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs","Artificial Intelligence","Global",""
"https://github.com/netdata","2026-06-24T04:53:42.405Z","netdata","Creator of netdata. The fastest path to AI-powered full stack observability, even for lean teams.","Artificial Intelligence","Global",""
"https://github.com/lobehub","2026-06-24T04:53:42.405Z","lobehub","Creator of lobehub. 🤯 LobeHub is your Chief Agent Operator, organizing your agents into 7×24 operations by hiring, scheduling, and reporting on your entire AI team.","Artificial Intelligence","Global",""
"https://github.com/JuliusBrussee","2026-06-24T04:53:42.405Z","JuliusBrussee","Creator of caveman. 🪨 why use many token when few token do trick — Claude Code skill that cuts 65% of tokens by talking like caveman","Artificial Intelligence","Global",""
"https://github.com/bytedance","2026-06-24T04:53:42.405Z","bytedance","Creator of deer-flow. An open-source long-horizon SuperAgent harness that researches, codes, and creates. With the help of sandboxes, memories, tools, skill, subagents and message gateway, it handles ","Artificial Intelligence","Global",""
"https://github.com/hiyouga","2026-06-24T04:53:42.405Z","hiyouga","Creator of LlamaFactory. Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)","Artificial Intelligence","Global",""
"https://github.com/daytonaio","2026-06-24T04:53:42.405Z","daytonaio","Creator of daytona. Daytona is a Secure and Elastic Infrastructure for Running AI-Generated Code","Artificial Intelligence","Global",""
"https://github.com/OpenBB-finance","2026-06-24T04:53:42.405Z","OpenBB-finance","Creator of OpenBB. Financial data platform for analysts, quants and AI agents.","Artificial Intelligence","Global",""
"https://github.com/D4Vinci","2026-06-24T04:53:42.405Z","D4Vinci","Creator of Scrapling. 🕷️ An adaptive Web Scraping framework that handles everything from a single request to a full-scale crawl!","Artificial Intelligence","Global",""
"https://github.com/code-yeongyu","2026-06-24T04:53:42.405Z","code-yeongyu","Creator of oh-my-openagent. omo/lazycodex: The coding agent for tokenmaxxers;the one and only agent harness for complex codebases. For your Codex, for your OpenCode","Artificial Intelligence","Global",""
"https://github.com/docling-project","2026-06-24T04:53:42.405Z","docling-project","Creator of docling. Get your documents ready for gen AI","Artificial Intelligence","Global",""
"https://github.com/sansan0","2026-06-24T04:53:42.405Z","sansan0","Creator of TrendRadar. ⭐AI-driven public opinion & trend monitor with multi-platform aggregation, RSS, and smart alerts.🎯 告别信息过载，你的 AI 舆情监控助手与热点筛选工具！聚合多平台热点 +  RSS 订阅，支持关键词精准筛选。AI 智能筛选新闻 + AI 翻译 +  A","Artificial Intelligence","Global",""
"https://github.com/shanraisshan","2026-06-24T04:53:42.405Z","shanraisshan","Creator of claude-code-best-practice. from vibe coding to agentic engineering - practice makes claude perfect","Artificial Intelligence","Global",""
"https://github.com/mem0ai","2026-06-24T04:53:42.405Z","mem0ai","Creator of mem0. Universal memory layer for AI Agents","Artificial Intelligence","Global",""
"https://github.com/koala73","2026-06-24T04:53:42.405Z","koala73","Creator of worldmonitor. Real-time global intelligence dashboard. AI-powered news aggregation, geopolitical monitoring, and infrastructure tracking in a unified situational awareness interface","Artificial Intelligence","Global",""
"https://github.com/microsoft","2026-06-24T04:53:42.405Z","microsoft","Creator of autogen. A programming framework for agentic AI","Artificial Intelligence","Global",""
"https://github.com/meilisearch","2026-06-24T04:53:42.405Z","meilisearch","Creator of meilisearch. A lightning-fast search engine API bringing AI-powered hybrid search to your sites and applications.","Artificial Intelligence","Global",""
"https://github.com/zylon-ai","2026-06-24T04:53:42.405Z","zylon-ai","Creator of private-gpt. Interact with your documents using the power of GPT, 100% privately, no data leaks","Artificial Intelligence","Global",""
"https://github.com/Fission-AI","2026-06-24T04:53:42.405Z","Fission-AI","Creator of OpenSpec. Spec-driven development (SDD) for AI coding assistants.","Artificial Intelligence","Global",""
"https://github.com/MemPalace","2026-06-24T04:53:42.405Z","MemPalace","Creator of mempalace. The best-benchmarked open-source AI memory system. And it's free.","Artificial Intelligence","Global",""
"https://github.com/AntonOsika","2026-06-24T04:53:42.405Z","AntonOsika","Creator of gpt-engineer. CLI platform to experiment with codegen. Precursor to: https://lovable.dev","Artificial Intelligence","Global",""
"https://github.com/lencx","2026-06-24T04:53:42.405Z","lencx","Creator of ChatGPT. 🔮 ChatGPT Desktop Application (Mac, Windows and Linux)","Artificial Intelligence","Global",""
"https://github.com/crewAIInc","2026-06-24T04:53:42.405Z","crewAIInc","Creator of crewAI. Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks.","Artificial Intelligence","Global",""
"https://github.com/dbeaver","2026-06-24T04:53:42.405Z","dbeaver","Creator of dbeaver. Free universal database tool and SQL client","Artificial Intelligence","Global",""
"https://github.com/aaif-goose","2026-06-24T04:53:42.405Z","aaif-goose","Creator of goose. an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM","Artificial Intelligence","Global",""
"https://github.com/Leonxlnx","2026-06-24T04:53:42.405Z","Leonxlnx","Creator of taste-skill. Taste-Skill - gives your AI good taste. stops the AI from generating boring, generic slop ","Artificial Intelligence","Global",""
"https://github.com/headroomlabs-ai","2026-06-24T04:53:42.405Z","headroomlabs-ai","Creator of headroom. Compress tool outputs, logs, files, and RAG chunks before they reach the LLM. 60-95% fewer tokens, same answers. Library, proxy, MCP server.","Artificial Intelligence","Global",""
"https://github.com/microsoft","2026-06-24T04:53:42.405Z","microsoft","Creator of AI-For-Beginners. 12 Weeks, 24 Lessons, AI for All!","Artificial Intelligence","Global",""
"https://github.com/ClickHouse","2026-06-24T04:53:42.405Z","ClickHouse","Creator of ClickHouse. ClickHouse® is a real-time analytics database management system","Artificial Intelligence","Global",""
"https://github.com/mudler","2026-06-24T04:53:42.405Z","mudler","Creator of LocalAI. LocalAI is the open-source AI engine. Run any model - LLMs, vision, voice, image, video - on any hardware. No GPU required.","Artificial Intelligence","Global",""
"https://github.com/GitHubDaily","2026-06-24T04:53:42.405Z","GitHubDaily","Creator of GitHubDaily. 坚持分享 GitHub 上高质量、有趣实用的开源技术教程、开发者工具、编程网站、技术资讯。A list cool, interesting projects of GitHub.","Artificial Intelligence","Global",""
"https://github.com/jeecgboot","2026-06-24T04:53:42.405Z","jeecgboot","Creator of JeecgBoot. AI 低代码平台「低代码 + 零代码」双驱动！低代码可一键生成前后端代码;零代码可 5 分钟搭建系统;AI Skills 一句话画流程、设计表单、生成整套系统。内置 AI聊天、知识库、流程编排、MCP插件等，兼容主流大模型。引领「AI 生成 → 在线配置 → 代码生成 → 手工合并->AI修改」开发模式，消除 Java 项目 80% 的重复工作，提效而不","Artificial Intelligence","Global",""
"https://github.com/upscayl","2026-06-24T04:53:42.405Z","upscayl","Creator of upscayl. 🆙 Upscayl - #1 Free and Open Source AI Image Upscaler for Linux, MacOS and Windows.","Artificial Intelligence","Global",""
"https://github.com/zhayujie","2026-06-24T04:53:42.405Z","zhayujie","Creator of CowAgent. Open-source super AI assistant & Agent Harness. Plans tasks, runs tools and skills, self-evolves with memory and knowledge. Multi-model, multi-channel. Lightweight, extensible, on","Artificial Intelligence","Global",""
"https://github.com/asgeirtj","2026-06-24T04:53:42.405Z","asgeirtj","Creator of system_prompts_leaks. Extracted system prompts from Anthropic - Claude Fable 5, Opus 4.8, Claude Code, Claude Design. OpenAI - ChatGPT 5.5 Thinking, GPT 5.5 Instant, Codex. Google - Gemini ","Artificial Intelligence","Global",""
"https://github.com/HKUDS","2026-06-24T04:53:42.405Z","HKUDS","Creator of nanobot. Lightweight, open-source AI agent for your tools, chats, and workflows.","Artificial Intelligence","Global",""
"https://github.com/Kong","2026-06-24T04:53:42.405Z","Kong","Creator of kong. 🦍 The API and AI Gateway","Artificial Intelligence","Global",""
"https://github.com/elder-plinius","2026-06-24T04:53:42.405Z","elder-plinius","Creator of CL4R1T4S. LEAKED SYSTEM PROMPTS FOR CHATGPT, CLAUDE, GEMINI, GROK, PERPLEXITY, CURSOR, LOVABLE, REPLIT, AND MORE! - AI SYSTEMS TRANSPARENCY FOR ALL! 👐","Artificial Intelligence","Global",""
"https://github.com/danielmiessler","2026-06-24T04:53:42.405Z","danielmiessler","Creator of Fabric. Fabric is an open-source framework for augmenting humans using AI. It provides a modular system for solving specific problems using a crowdsourced set of AI prompts that can be used","Artificial Intelligence","Global",""
"https://github.com/hpcaitech","2026-06-24T04:53:42.405Z","hpcaitech","Creator of ColossalAI. Making large AI models cheaper, faster and more accessible","Artificial Intelligence","Global",""
"https://github.com/agno-agi","2026-06-24T04:53:42.405Z","agno-agi","Creator of agno. Build, run, and manage agent platforms.","Artificial Intelligence","Global",""
"https://github.com/pingcap","2026-06-24T04:53:42.405Z","pingcap","Creator of tidb. TiDB is built for agentic workloads that grow unpredictably, with ACID guarantees and native support for transactions, analytics, and vector search. No data silos. No noisy neighbors.","Artificial Intelligence","Global",""
"https://github.com/photoprism","2026-06-24T04:53:42.405Z","photoprism","Creator of photoprism. AI-Powered Photos App for the Decentralized Web 🌈💎✨","Artificial Intelligence","Global",""
"https://github.com/danny-avila","2026-06-24T04:53:42.405Z","danny-avila","Creator of LibreChat. Enhanced ChatGPT Clone: Features Agents, MCP, Skills, DeepSeek, Anthropic, AWS, OpenAI, Responses API, Azure, Groq, o1, GPT-5, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, ","Artificial Intelligence","Global",""
"https://github.com/mindsdb","2026-06-24T04:53:42.405Z","mindsdb","Creator of minds. General-purpose AI designed for knowledge workers — creators, strategists, and operators — and individuals seeking AI systems they can truly control to help them get work done, with ","Artificial Intelligence","Global",""
"https://github.com/QuivrHQ","2026-06-24T04:53:42.405Z","QuivrHQ","Creator of quivr. Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama","Artificial Intelligence","Global",""
"https://github.com/RSSNext","2026-06-24T04:53:42.405Z","RSSNext","Creator of Folo. 🧡 Folo is the AI RSS Reader","Artificial Intelligence","Global",""
"https://github.com/google-research","2026-06-24T04:53:42.405Z","google-research","Creator of google-research. Google Research","Artificial Intelligence","Global",""
"https://github.com/LAION-AI","2026-06-24T04:53:42.405Z","LAION-AI","Creator of Open-Assistant. OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.","Artificial Intelligence","Global",""
"https://github.com/babysor","2026-06-24T04:53:42.405Z","babysor","Creator of MockingBird. 🚀Clone a voice in 5 seconds to generate arbitrary speech in real-time","Artificial Intelligence","Global",""
"https://github.com/reworkd","2026-06-24T04:53:42.405Z","reworkd","Creator of AgentGPT. 🤖 Assemble, configure, and deploy autonomous AI Agents in your browser.","Artificial Intelligence","Global",""
"https://github.com/rohitg00","2026-06-24T04:53:42.405Z","rohitg00","Creator of ai-engineering-from-scratch. Learn it. Build it. Ship it for others.","Artificial Intelligence","Global",""
"https://github.com/patchy631","2026-06-24T04:53:42.405Z","patchy631","Creator of ai-engineering-hub. In-depth tutorials on LLMs, RAGs and real-world AI agent applications.","Artificial Intelligence","Global",""
"https://github.com/github","2026-06-24T04:53:42.405Z","github","Creator of awesome-copilot. Community-contributed instructions, agents, skills, and configurations to help you make the most of GitHub Copilot.","Artificial Intelligence","Global",""
"https://github.com/langchain-ai","2026-06-24T04:53:42.405Z","langchain-ai","Creator of langgraph. Build resilient agents.","Artificial Intelligence","Global",""
"https://github.com/CopilotKit","2026-06-24T04:53:42.405Z","CopilotKit","Creator of CopilotKit. The Frontend Stack for Agents & Generative UI. React, Angular, Mobile, Slack, and more.  Makers of the AG-UI Protocol","Artificial Intelligence","Global",""
"https://github.com/khoj-ai","2026-06-24T04:53:42.405Z","khoj-ai","Creator of khoj. Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your persona","Artificial Intelligence","Global",""
"https://github.com/AstrBotDevs","2026-06-24T04:53:42.405Z","AstrBotDevs","Creator of AstrBot. AI Agent Assistant & development framework that integrates lots of IM platforms, LLMs, plugins and AI feature, and can be your openclaw alternative. ✨","Artificial Intelligence","Global",""
"https://github.com/continuedev","2026-06-24T04:53:42.405Z","continuedev","Creator of continue. open-source coding agent","Artificial Intelligence","Global",""
"https://github.com/xitu","2026-06-24T04:53:42.405Z","xitu","Creator of gold-miner. 🥇掘金翻译计划，可能是世界最大最好的英译中技术社区，最懂读者和译者的翻译平台：","Artificial Intelligence","Global",""
"https://github.com/blakeblackshear","2026-06-24T04:53:42.405Z","blakeblackshear","Creator of frigate. NVR with realtime local object detection for IP cameras","Artificial Intelligence","Global",""
"https://github.com/Pythagora-io","2026-06-24T04:53:42.405Z","Pythagora-io","Creator of gpt-pilot. The first real AI developer","Artificial Intelligence","Global",""
"https://github.com/explosion","2026-06-24T04:53:42.405Z","explosion","Creator of spaCy. 💫 Industrial-strength Natural Language Processing (NLP) in Python","Artificial Intelligence","Global",""
"https://github.com/TabbyML","2026-06-24T04:53:42.405Z","TabbyML","Creator of tabby. Self-hosted AI coding assistant","Artificial Intelligence","Global",""
"https://github.com/VectifyAI","2026-06-24T04:53:42.405Z","VectifyAI","Creator of PageIndex. 📑 PageIndex: Document Index for Vectorless, Reasoning-based RAG","Artificial Intelligence","Global",""
"https://github.com/jamiepine","2026-06-24T04:53:42.405Z","jamiepine","Creator of voicebox. The open-source AI voice studio. Clone, dictate, create.","Artificial Intelligence","Global",""
"https://github.com/lutzroeder","2026-06-24T04:53:42.405Z","lutzroeder","Creator of netron. Visualizer for neural network, deep learning and machine learning models","Artificial Intelligence","Global",""
"https://github.com/DayuanJiang","2026-06-24T04:53:42.405Z","DayuanJiang","Creator of next-ai-draw-io. A next.js web application that integrates AI capabilities with draw.io diagrams. This app allows you to create, modify, and enhance diagrams through natural language comman","Artificial Intelligence","Global",""
"https://github.com/zeroclaw-labs","2026-06-24T04:53:42.405Z","zeroclaw-labs","Creator of zeroclaw. Fast, small, and fully autonomous AI personal assistant infrastructure, any OS, any platform — deploy anywhere, swap anything 🦀","Artificial Intelligence","Global",""
"https://github.com/Lightning-AI","2026-06-24T04:53:42.405Z","Lightning-AI","Creator of pytorch-lightning. Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.","Artificial Intelligence","Global",""
"https://github.com/AMAI-GmbH","2026-06-24T04:53:42.405Z","AMAI-GmbH","Creator of AI-Expert-Roadmap. Roadmap to becoming an Artificial Intelligence Expert in 2022","Artificial Intelligence","Global",""
"https://github.com/heygen-com","2026-06-24T04:53:42.405Z","heygen-com","Creator of hyperframes. Write HTML. Render video. Built for agents.","Artificial Intelligence","Global",""
"https://github.com/onyx-dot-app","2026-06-24T04:53:42.405Z","onyx-dot-app","Creator of onyx. Open Source AI Platform - AI Chat with advanced features that works with every LLM","Artificial Intelligence","Global",""
"https://github.com/SillyTavern","2026-06-24T04:53:42.405Z","SillyTavern","Creator of SillyTavern. LLM Frontend for Power Users.","Artificial Intelligence","Global",""
"https://github.com/JushBJJ","2026-06-24T04:53:42.405Z","JushBJJ","Creator of Mr.-Ranedeer-AI-Tutor. A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.","Artificial Intelligence","Global",""
"https://github.com/Gitlawb","2026-06-24T04:53:42.405Z","Gitlawb","Creator of openclaude. runs anywhere. uses anything","Artificial Intelligence","Global",""
"https://github.com/facefusion","2026-06-24T04:53:42.405Z","facefusion","Creator of facefusion. Industry leading face manipulation platform","Artificial Intelligence","Global",""
"https://github.com/ComposioHQ","2026-06-24T04:53:46.780Z","ComposioHQ","Creator of composio. Composio powers 1000+ toolkits, tool search, context management, authentication, and a sandboxed workbench to help you build AI agents that turn intent into action.","Artificial Intelligence","Global",""
"https://github.com/simstudioai","2026-06-24T04:53:46.780Z","simstudioai","Creator of sim. Build, deploy, and orchestrate AI agents. Sim is the central intelligence layer for your AI workforce.","Artificial Intelligence","Global",""
"https://github.com/iOfficeAI","2026-06-24T04:53:46.780Z","iOfficeAI","Creator of AionUi. Free, local, open-source 24/7 Cowork app for OpenClaw, Hermes Agent, Claude Code, Codex, OpenCode, Gemini CLI and 20+ more CLI | Customize your assistants | Star if you like it!","Artificial Intelligence","Global",""
"https://github.com/chroma-core","2026-06-24T04:53:46.780Z","chroma-core","Creator of chroma. Search infrastructure for AI","Artificial Intelligence","Global",""
"https://github.com/e2b-dev","2026-06-24T04:53:46.780Z","e2b-dev","Creator of awesome-ai-agents. A list of AI autonomous agents","Artificial Intelligence","Global",""
"https://github.com/microsoft","2026-06-24T04:53:46.780Z","microsoft","Creator of semantic-kernel. Integrate cutting-edge LLM technology quickly and easily into your apps","Artificial Intelligence","Global",""
"https://github.com/NirDiamant","2026-06-24T04:53:46.780Z","NirDiamant","Creator of RAG_Techniques. This repository showcases various advanced techniques for Retrieval-Augmented Generation (RAG) systems. Each technique has a detailed notebook tutorial.","Artificial Intelligence","Global",""
"https://github.com/svc-develop-team","2026-06-24T04:53:46.780Z","svc-develop-team","Creator of so-vits-svc. SoftVC VITS Singing Voice Conversion","Artificial Intelligence","Global",""
"https://github.com/The-Art-of-Hacking","2026-06-24T04:53:46.780Z","The-Art-of-Hacking","Creator of h4cker. This repository is maintained by Omar Santos (@santosomar) and includes thousands of resources related to ethical hacking, bug bounties, digital forensics and incident response (DFI","Artificial Intelligence","Global",""
"https://github.com/assafelovic","2026-06-24T04:53:46.780Z","assafelovic","Creator of gpt-researcher. An autonomous agent that conducts deep research on any data using any LLM providers","Artificial Intelligence","Global",""
"https://github.com/eyaltoledano","2026-06-24T04:53:46.780Z","eyaltoledano","Creator of claude-task-master. An AI-powered task-management system you can drop into Cursor, Lovable, Windsurf, Roo, and others.","Artificial Intelligence","Global",""
"https://github.com/openai","2026-06-24T04:53:46.780Z","openai","Creator of openai-agents-python. A lightweight, powerful framework for multi-agent workflows","Artificial Intelligence","Global",""
"https://github.com/mlflow","2026-06-24T04:53:46.780Z","mlflow","Creator of mlflow. The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applicatio","Artificial Intelligence","Global",""
"https://github.com/Fosowl","2026-06-24T04:53:46.780Z","Fosowl","Creator of agenticSeek. Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity. 🔔 Official updates onl","Artificial Intelligence","Global",""
"https://github.com/yamadashy","2026-06-24T04:53:46.780Z","yamadashy","Creator of repomix. 📦 Repomix is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or ","Artificial Intelligence","Global",""
"https://github.com/modular","2026-06-24T04:53:46.780Z","modular","Creator of modular. The Modular Platform (includes MAX & Mojo)","Artificial Intelligence","Global",""
"https://github.com/onlook-dev","2026-06-24T04:53:46.780Z","onlook-dev","Creator of onlook. The Cursor for Designers • An Open-Source AI-First Design tool • Visually build, style, and edit your React App with AI","Artificial Intelligence","Global",""
"https://github.com/opendataloader-project","2026-06-24T04:53:46.780Z","opendataloader-project","Creator of opendataloader-pdf. PDF Parser for AI-ready data. Automate PDF accessibility. Open-source.","Artificial Intelligence","Global",""
"https://github.com/OtterMind","2026-06-24T04:53:46.780Z","OtterMind","Creator of Chat2DB. AI-driven database tool and SQL client, The hottest GUI client, supporting MySQL, Oracle, PostgreSQL, DB2, SQL Server, DB2, SQLite, H2, ClickHouse, and more.","Artificial Intelligence","Global",""
"https://github.com/go-kratos","2026-06-24T04:53:46.780Z","go-kratos","Creator of kratos. Your ultimate Go microservices framework for the cloud-native era.","Artificial Intelligence","Global",""
"https://github.com/oraios","2026-06-24T04:53:46.780Z","oraios","Creator of serena. A powerful MCP toolkit for coding, providing semantic retrieval and editing capabilities  - the IDE for your agent","Artificial Intelligence","Global",""
"https://github.com/deepset-ai","2026-06-24T04:53:46.780Z","deepset-ai","Creator of haystack. Open-source AI orchestration framework for building context-engineered, production-ready LLM applications. Design modular pipelines and agent workflows with explicit control over ","Artificial Intelligence","Global",""
"https://github.com/charmbracelet","2026-06-24T04:53:46.780Z","charmbracelet","Creator of crush. Glamourous agentic coding for all 💘","Artificial Intelligence","Global",""
"https://github.com/mastra-ai","2026-06-24T04:53:46.780Z","mastra-ai","Creator of mastra. Mastra is the modern TypeScript framework for AI-powered applications and agents.","Artificial Intelligence","Global",""
"https://github.com/langchain-ai","2026-06-24T04:53:46.780Z","langchain-ai","Creator of deepagents. The batteries-included agent harness.","Artificial Intelligence","Global",""
"https://github.com/Max-Eee","2026-06-24T04:53:46.780Z","Max-Eee","Creator of NeoPass. Your Essential Exam Companion for the Iamneo Portal & NPTEL Exams Disguised as NeoExamShield bypass","Artificial Intelligence","Global",""
"https://github.com/flipped-aurora","2026-06-24T04:53:46.780Z","flipped-aurora","Creator of gin-vue-admin. 🚀Vite+Vue3+Gin拥有AI辅助的基础开发平台，企业级业务AI+开发解决方案，内置mcp辅助服务，内置skills管理，支持TS和JS混用。它集成了JWT鉴权、权限管理、动态路由、显隐可控组件、分页封装、多点登录拦截、资源权限、上传下载、代码生成器、表单生成器和可配置的导入导出等开发必备功能。","Artificial Intelligence","Global",""
"https://github.com/plotly","2026-06-24T04:53:46.780Z","plotly","Creator of dash. Data Apps & Dashboards for Python. No JavaScript Required.","Artificial Intelligence","Global",""
"https://github.com/Kilo-Org","2026-06-24T04:53:46.780Z","Kilo-Org","Creator of kilocode. Kilo is the all-in-one agentic engineering platform. Build, ship, and iterate faster with the most popular open source coding agent.","Artificial Intelligence","Global",""
"https://github.com/cheahjs","2026-06-24T04:53:46.780Z","cheahjs","Creator of free-llm-api-resources. A list of free LLM inference resources accessible via API.","Artificial Intelligence","Global",""
"https://github.com/rohitg00","2026-06-24T04:53:46.780Z","rohitg00","Creator of agentmemory. #1 Persistent memory for AI coding agents based on real-world benchmarks","Artificial Intelligence","Global",""
"https://github.com/vanna-ai","2026-06-24T04:53:46.780Z","vanna-ai","Creator of vanna. 🤖 Chat with your SQL database 📊. Accurate Text-to-SQL Generation via LLMs using Agentic Retrieval 🔄.","Artificial Intelligence","Global",""
"https://github.com/sinaptik-ai","2026-06-24T04:53:46.780Z","sinaptik-ai","Creator of pandas-ai. Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs and RAG.","Artificial Intelligence","Global",""
"https://github.com/humanlayer","2026-06-24T04:53:46.780Z","humanlayer","Creator of 12-factor-agents. What are the principles we can use to build LLM-powered software that is actually good enough to put in the hands of production customers?","Artificial Intelligence","Global",""
"https://github.com/letta-ai","2026-06-24T04:53:46.780Z","letta-ai","Creator of letta. Platform for stateful agents: AI with advanced memory that can learn and self-improve over time.","Artificial Intelligence","Global",""
"https://github.com/browserbase","2026-06-24T04:53:46.780Z","browserbase","Creator of stagehand. The SDK For Browser Agents","Artificial Intelligence","Global",""
"https://github.com/spmallick","2026-06-24T04:53:46.780Z","spmallick","Creator of learnopencv. Learn OpenCV  : C++ and Python Examples","Artificial Intelligence","Global",""
"https://github.com/NirDiamant","2026-06-24T04:53:46.780Z","NirDiamant","Creator of GenAI_Agents. 50+ tutorials and implementations for Generative AI Agent techniques, from basic conversational bots to complex multi-agent systems.","Artificial Intelligence","Global",""
